gene	logFC	logCPM	F	PValue	FDR	analysis	neglog10p	direction
SPP1	2.84379246081705	10.6752650249933	26.8412060342525	3.98673562772325e-06	0.00825652948501486	cluster2	5.39938256273935	ASD_up
ELL2	0.999723777614914	9.02231737717033	21.2389909283602	2.4956839583803e-05	0.025842807389028	cluster2	4.60281041250796	ASD_up
ZC3HAV1	1.35080807187029	8.35542566075578	17.3370023634127	0.000118597759128569	0.0818719863850889	cluster2	3.92592351676679	ASD_up
HSPA1A	1.8803996585136	8.50742666695624	14.5032699723487	0.000383064577134875	0.142870881035687	cluster2	3.41672800637278	NS
B2M	1.50625812068627	8.19847737408372	14.2819134577459	0.000413918535110633	0.142870881035687	cluster2	3.38308512562621	NS
GNA13	0.911290128859648	7.94679537662119	15.094885618127	0.000277396054467092	0.142870881035687	cluster2	3.55689972039091	NS
MYO1E	1.43139444791667	8.11689875222975	12.8775592997262	0.000746388407224789	0.151127163180073	cluster2	3.1270351145957	NS
ABHD3	1.30876831188991	8.48369023751807	12.8397570090782	0.00075465237806382	0.151127163180073	cluster2	3.12225305506578	NS
FAM129A	1.29319997914111	7.897424917728	13.5151237731123	0.000562513401400416	0.151127163180073	cluster2	3.24986712639896	NS
FCGBP	0.848984024983443	7.7319590606758	12.2447624046904	0.000933586757035643	0.151127163180073	cluster2	3.02984531740306	NS
PMEPA1	-0.75307840070175	7.72812772490529	13.0384266990591	0.00066153338367086	0.151127163180073	cluster2	3.17944823465379	NS
ASAH1	0.687244955249996	7.70869022959967	12.2081824928463	0.000948649503303212	0.151127163180073	cluster2	3.02289421633767	NS
RALGAPA2	0.526768885892787	8.9347372319245	12.2884040072094	0.000915942548733472	0.151127163180073	cluster2	3.03813176601612	NS
STARD13	1.14864926753253	8.13706703380615	11.7755192896878	0.00118852900957559	0.157527146030663	cluster2	2.92499021356151	NS
MALAT1	0.805915058581385	15.5565472716312	12.0441561653902	0.00106742686940507	0.157527146030663	cluster2	2.97166186927884	NS
SKAP2	0.44767565839477	9.6151874228746	11.6422459942723	0.00121701319965746	0.157527146030663	cluster2	2.9147047114106	NS
HDAC4	0.708318915961425	8.24939142704956	11.3146221112201	0.00140764990342172	0.16195794166591	cluster2	2.85150534513572	NS
SHOC2	0.561782283536738	7.75494150790195	11.3834183819794	0.00136517551243101	0.16195794166591	cluster2	2.86481151039594	NS
P4HA1	1.26484945969972	8.8657644612442	10.9901097543442	0.00169517153962039	0.162272715659921	cluster2	2.77078634764317	NS
NEAT1	1.01622010626223	11.9645547591836	10.6132150422255	0.00200766568135606	0.162272715659921	cluster2	2.69730860468958	NS
BAZ1A	0.682526033217586	7.53412947736767	10.8533661882528	0.00173061700997625	0.162272715659921	cluster2	2.76179903198438	NS
STK38L	0.552732102985307	7.70472839271007	10.5570673272539	0.00197828157096305	0.162272715659921	cluster2	2.70371189473447	NS
COA1	-0.458665731060609	7.93905284808494	10.6234820532994	0.00191971167204622	0.162272715659921	cluster2	2.71676399454769	NS
REV1	-0.441323065935338	7.9073524923524	11.0074832893267	0.00161484751041211	0.162272715659921	cluster2	2.79186848170024	NS
NUMB	0.410178294379004	9.34079621589085	10.7562396846191	0.00180801270613767	0.162272715659921	cluster2	2.74279852176658	NS
DOCK11	0.401824147952246	9.09667643955094	10.4922780432092	0.00203722385666728	0.162272715659921	cluster2	2.69096124671229	NS
FNDC3B	0.734961342053414	8.79210220667767	10.173718136856	0.00236885295263793	0.175210516604041	cluster2	2.62546189741991	NS
FAM13A	0.571533573909166	9.01611746853658	10.211722635019	0.0023145143399356	0.175210516604041	cluster2	2.63554012413345	NS
SRGN	1.37378372493424	8.56311337156062	9.8369845793482	0.0028542770335202	0.190274529407608	cluster2	2.54450387695012	NS
HIF1A	1.0729038848952	8.78474222078546	9.75430322173527	0.00294002170016584	0.190274529407608	cluster2	2.53164946406828	NS
CTNNB1	0.472869979481781	8.12293605183073	9.80160659056382	0.00279314501251492	0.190274529407608	cluster2	2.55390651632184	NS
GLG1	0.362886270675428	8.45545159071336	9.76310518870181	0.00284312350483342	0.190274529407608	cluster2	2.54620427421648	NS
NCK2	0.701103916390373	9.55948392896646	9.59465541977878	0.00310730365141251	0.195006844305312	cluster2	2.50761630461784	NS
CHST15	0.777335898027417	8.19708284234122	9.45745640060494	0.00330908931629845	0.20156246982512	cluster2	2.48029151055182	NS
OSBPL6	-0.556944974416812	8.40020868950864	9.36926510062234	0.00341171963051918	0.201876324423006	cluster2	2.46702666564092	NS
CIRBP	-0.608645390437719	8.06793024687007	9.16959480741057	0.00374447974089838	0.206826283715167	cluster2	2.42660851477433	NS
RB1	0.53703803917513	9.44663556733328	9.14093141204184	0.00379497768284711	0.206826283715167	cluster2	2.42079077371971	NS
LNPEP	0.452512791710175	7.7762955376046	9.21850714219793	0.00365993131468905	0.206826283715167	cluster2	2.43652706486008	NS
PTGES3	1.08390845131958	8.33903905112389	8.47210958089194	0.00533364625596224	0.21210889778318	cluster2	2.27297579145418	NS
CERS6	0.913561280209951	8.31967851045352	8.7494688005364	0.00465726165397648	0.21210889778318	cluster2	2.33186936187702	NS
IGF1	-0.7811943072577	7.90086746873873	8.55142217427624	0.00505349208275817	0.21210889778318	cluster2	2.29640841036631	NS
TNFRSF1B	0.740513786071651	8.44290573667842	8.44388637620865	0.00531866839961811	0.21210889778318	cluster2	2.27419708557814	NS
HERC4	0.590708636258934	9.35996188337477	8.43220271721355	0.00531413039734894	0.21210889778318	cluster2	2.27456779314097	NS
OTULINL	-0.580877251069973	8.36393919877502	8.63669610266531	0.00481069155964339	0.21210889778318	cluster2	2.31779248725438	NS
NUFIP2	0.577756480462345	8.27374365075927	8.58812524593896	0.00492261241357589	0.21210889778318	cluster2	2.30780435745734	NS
DPH6	-0.568207590113546	7.79482811548806	8.48331441120937	0.00517356448747738	0.21210889778318	cluster2	2.28621013314675	NS
ADAP2	-0.526647393652456	8.93513489599099	8.83457274812334	0.00438165898073025	0.21210889778318	cluster2	2.35836142607934	NS
TLE4	0.522607516795817	8.77467763628122	8.79685994192004	0.00446021139551933	0.21210889778318	cluster2	2.35064455704305	NS
PDE3B	0.508725745971756	10.2084442945744	8.61824437797871	0.00485289087921499	0.21210889778318	cluster2	2.31399947400258	NS
ATP13A3	0.481771242139944	7.92068836995439	9.01091746928601	0.00403317898286146	0.21210889778318	cluster2	2.3943525046117	NS
USP3	0.477053442316081	7.93822375680582	8.38230297873873	0.00542818521608331	0.21210889778318	cluster2	2.26534534211941	NS
KLF7	-0.474485934761384	7.55062081151204	8.54915972367054	0.00501437929585055	0.21210889778318	cluster2	2.29978281839043	NS
RLF	0.429890800446877	8.05170232836699	8.9166071979343	0.00421576877505286	0.21210889778318	cluster2	2.37512321716754	NS
CBWD5	0.603235630806855	7.59135142720234	8.3053770615031	0.00563092665981052	0.215956465045696	cluster2	2.24942012910492	NS
KDM4C	0.323322573890286	9.23670156795627	8.21170560630053	0.00588862102458678	0.221733348034895	cluster2	2.22998639477641	NS
TMIGD3	0.482500544697095	7.87819421732114	7.97401703447455	0.00659987425445571	0.239795431245224	cluster2	2.18046433886968	NS
ANXA4	-0.399468745399958	8.09516215682433	8.00570110189255	0.00650005106193128	0.239795431245224	cluster2	2.18708323169132	NS
UBE2D3	0.489743399827135	8.60448271637145	7.93203661401033	0.00673463255513129	0.240472827959947	cluster2	2.17168609461541	NS
PPP6R2	-0.315365111284864	9.31607829237335	7.86095341481791	0.00696946800770017	0.244640139727916	cluster2	2.15680037113268	NS
RUNX1	0.54867478996695	11.1002363186518	7.75153861287945	0.00737440590756875	0.247790071733304	cluster2	2.1322729613101	NS
ARHGAP26	0.496711755993404	11.0998745037431	7.73190441402879	0.00741814797077009	0.247790071733304	cluster2	2.12970450799204	NS
PRKCE	0.45399623768875	7.92209975991808	7.77121809592345	0.00727832015908665	0.247790071733304	cluster2	2.13796884456368	NS
C1QB	0.89683156110362	8.0420365994001	7.51573523483443	0.00837467608608379	0.251361654699703	cluster2	2.07703198151462	NS
FMNL2	0.596063968782222	10.5856490537062	7.55948308999844	0.0081260132099282	0.251361654699703	cluster2	2.0901224760049	NS
EML1	-0.580175433592216	7.94307164994134	7.59611639708311	0.00792331761455043	0.251361654699703	cluster2	2.10109293457172	NS
PHACTR2	0.524000137966531	8.54774456941027	7.49565834862692	0.00832035497710722	0.251361654699703	cluster2	2.07985814470565	NS
REL	0.511389927423679	8.18982340820633	7.53143050492681	0.00817661802580154	0.251361654699703	cluster2	2.08742629002597	NS
ARHGAP22	-0.456446802725532	10.5087244928685	7.49115384228149	0.00833864288971101	0.251361654699703	cluster2	2.07890462483808	NS
SNX1	0.455093209683625	7.78085538851359	7.58400741376274	0.00797009680021827	0.251361654699703	cluster2	2.09853640388051	NS
BCL2	0.563094411135382	8.88699300824225	7.44666599890872	0.00852155644352925	0.252116334207844	cluster2	2.06948107505706	NS
BCAT1	0.611079800837548	7.64578721494017	7.32348546663097	0.00905047948269163	0.253291121738573	cluster2	2.04332841182563	NS
SYT17	0.51845090940079	8.59128359902326	7.38434712089359	0.00878494090028801	0.253291121738573	cluster2	2.05626115582664	NS
HCLS1	0.512535356333655	8.34695199008138	7.32756881163542	0.00903240118242431	0.253291121738573	cluster2	2.04419678106496	NS
COG5	0.291033277264797	9.03248350477832	7.37638556617041	0.00881920404612458	0.253291121738573	cluster2	2.05457060919637	NS
HSPH1	1.51463734273504	8.81399316175884	7.14965264540153	0.0101079688619586	0.256844053156135	cluster2	1.99533610461326	NS
ATRNL1	-0.731660406034602	7.8222532775744	6.9667081127513	0.0108670264353147	0.256844053156135	cluster2	1.96388927646594	NS
SAT1	0.585609514410983	10.4896878494173	7.03823692375596	0.0104828206763261	0.256844053156135	cluster2	1.97952184336954	NS
PPARD	0.577590426732053	8.54726341840225	7.0022520257538	0.0105998193196539	0.256844053156135	cluster2	1.97470153748486	NS
VMP1	0.542767339404045	8.5222618651859	7.1798007424867	0.00971160100049917	0.256844053156135	cluster2	2.01270916881835	NS
DCAF6	0.534646124683606	8.65422882196373	7.057976973891	0.0103121393182775	0.256844053156135	cluster2	1.98665122824286	NS
SYNE1	-0.469861397013773	7.8476680287981	6.95498821473139	0.010850475177746	0.256844053156135	cluster2	1.9645512422252	NS
LPAR5	-0.457261848937634	7.53502269180439	7.2402833242001	0.00942729231452623	0.256844053156135	cluster2	2.02561302642685	NS
PLEKHA2	0.400973967542501	8.05478947909404	7.17441750973201	0.00973734145515027	0.256844053156135	cluster2	2.01155960050951	NS
GPATCH2	-0.391527475744972	7.66369786284095	7.22008753565888	0.00952123475962611	0.256844053156135	cluster2	2.02130672656102	NS
EPC2	-0.374181089920353	8.22836281404687	6.97352976773075	0.0107514033729777	0.256844053156135	cluster2	1.96853484390082	NS
GTDC1	0.372997664376889	8.449117898293	7.1078620915405	0.0100616107620376	0.256844053156135	cluster2	1.99733248756373	NS
TGFBR2	0.313047029720325	9.45927097991481	6.94324859014926	0.0109137019206856	0.256844053156135	cluster2	1.9620279120124	NS
ZNF609	-0.279150446158773	9.72126331139626	7.13274528708684	0.00993905872219199	0.256844053156135	cluster2	2.00265474348142	NS
ANAPC16	0.611589400736017	7.72174344158306	6.91024843632044	0.0110935305538569	0.258142716595927	cluster2	1.95493021615533	NS
KANSL1L	0.751797180169901	8.33010997008382	6.80006192593211	0.0118569362837993	0.2669099461277	cluster2	1.92602751391665	NS
RPS6KA3	0.396971876501997	9.00744278597548	6.78220222063952	0.0118215613660504	0.2669099461277	cluster2	1.92732515899813	NS
BBX	0.367501442777409	8.66217404002997	6.78230591739446	0.0118209517143093	0.2669099461277	cluster2	1.92734755664987	NS
RNF149	0.626659246536309	8.94696484045377	6.69543702460997	0.0124204758107568	0.269122172830534	cluster2	1.90586176663706	NS
ITGAV	0.573959854397467	7.96701796826693	6.65343324422724	0.0126049496690303	0.269122172830534	cluster2	1.89945888410146	NS
CDK6	0.524190092186379	8.75764984860778	6.65439848010284	0.0125988769873127	0.269122172830534	cluster2	1.89966816440221	NS
GPBP1	0.471312438063681	8.7208823483928	6.70795135893511	0.0122667659808201	0.269122172830534	cluster2	1.91126991989825	NS
PIK3AP1	0.365173537674883	9.07354400675167	6.72702416684665	0.0121507363502052	0.269122172830534	cluster2	1.91539740246561	NS
ASAP1	0.599593770150922	8.50013526386797	6.62089501632517	0.0128470985002459	0.27021693146337	cluster2	1.8911949460773	NS
CLCN5	-0.465704279607625	7.88858787732343	6.60445861643778	0.0129171782785484	0.27021693146337	cluster2	1.88883234639473	NS
NAALADL2	-0.673868870094275	8.82690055877723	6.50245842433673	0.0137272642290715	0.27120975142282	cluster2	1.86241600672567	NS
MSN	0.548897913756486	8.11717129357057	6.50186782152679	0.0135981212344417	0.27120975142282	cluster2	1.86652109117968	NS
RAP1GAP2	-0.461478462249705	8.37408423608063	6.54216081332628	0.01332624439999	0.27120975142282	cluster2	1.87529222614264	NS
PDE8A	0.432479851867315	8.37625928592779	6.55724570492792	0.0132259477227757	0.27120975142282	cluster2	1.87857319823229	NS
RAB31	0.382882164830686	9.73375489942475	6.4796751722559	0.013750373683919	0.27120975142282	cluster2	1.86168549916763	NS
CTTNBP2NL	-0.311577779970386	8.57031157461653	6.50467796016691	0.0135789702625393	0.27120975142282	cluster2	1.8671331627693	NS
PARVG	0.490831299542298	7.65867632274352	6.44571797037116	0.0139868481871692	0.273271345241768	cluster2	1.85428013891303	NS
TLR2	0.916235311868742	8.81891425069659	6.33828841058066	0.0150050200411595	0.274916891199937	cluster2	1.82376342018187	NS
AP003481.1	-0.744248898725366	9.75662264108012	6.13059371555911	0.0166270957649884	0.274916891199937	cluster2	1.7791836018561	NS
CTNND2	-0.70881080242932	7.94471971056108	6.23772252600955	0.015661346587912	0.274916891199937	cluster2	1.80517089933062	NS
PTPN14	-0.673140137796916	7.7342845662261	6.22720027774614	0.0156981455808083	0.274916891199937	cluster2	1.80415164769197	NS
MBNL2	0.646850589987597	8.91502780888962	6.17635618357775	0.0161551245277356	0.274916891199937	cluster2	1.79168968998308	NS
CTSB	0.627586801741367	9.30505613327521	6.14311206681148	0.0164434025293593	0.274916891199937	cluster2	1.7840083116847	NS
SNCA	0.571888374764568	8.90215232126467	6.1622625644448	0.0162066028822001	0.274916891199937	cluster2	1.79030800946552	NS
AC124312.1	-0.565450295264052	7.75886217212092	6.24401497343788	0.0154834647662674	0.274916891199937	cluster2	1.81013184982235	NS
AC079015.1	-0.53926313740885	7.99927845967427	6.10024520040021	0.0166535951710346	0.274916891199937	cluster2	1.77849199672844	NS
FNIP2	0.472402729190074	8.60915486480309	6.12229828018374	0.0164681667955952	0.274916891199937	cluster2	1.78335474295948	NS
LAT2	0.458035239379644	8.27753231788279	6.19526219207892	0.0158701514020727	0.274916891199937	cluster2	1.79941893003336	NS
C3	-0.453606506717102	10.267518954596	6.31587898381451	0.0149316163390323	0.274916891199937	cluster2	1.82589317759798	NS
RNF217	0.428829682642018	7.47149110405729	6.11551464994744	0.0165249704980279	0.274916891199937	cluster2	1.78185930718605	NS
LIMS1	0.419438341719062	9.28991946257458	6.2893927059737	0.0151325351129377	0.274916891199937	cluster2	1.82008830969445	NS
OSBPL11	-0.39294815935605	7.88864046931498	6.28568650669706	0.0151608777148154	0.274916891199937	cluster2	1.81927565519033	NS
ZNF106	0.377621536767243	8.13693440947072	6.09170587017504	0.0167259914491511	0.274916891199937	cluster2	1.77660812957607	NS
LRRFIP1	0.363404290880166	8.29234535022722	6.31874886775562	0.0149100168164249	0.274916891199937	cluster2	1.82652186672297	NS
SF3B1	-0.341145138125373	8.58861537240654	6.33958457137295	0.0147541931888795	0.274916891199937	cluster2	1.83108453426282	NS
NCOA1	0.297195248836341	9.3257883348658	6.31176055789771	0.014962670809092	0.274916891199937	cluster2	1.82499087878953	NS
MARK3	0.282616187986841	8.84266495362314	6.37592678269002	0.0144865252217736	0.274916891199937	cluster2	1.83903577311963	NS
CTNND1	-0.363226421000383	7.77543690661792	6.0686990318181	0.0169227138743503	0.275109706952506	cluster2	1.77152998845167	NS
CELF2	0.306940587378774	11.3211239954556	6.05934481628863	0.0170034005262775	0.275109706952506	cluster2	1.76946421496809	NS
HTRA1	-0.403046427220362	9.21214001444849	6.01015032844828	0.0174345273594487	0.279898497375335	cluster2	1.75858982161554	NS
NIN	-0.401695331154175	8.18601360628731	5.97409695948608	0.0177578686286821	0.282896507153851	cluster2	1.75060916121224	NS
MAF	-0.507997595272143	9.41938143413358	5.93358414869644	0.0181709746651315	0.287267851385399	cluster2	1.74062177713139	NS
ARID5B	0.802795858475995	7.87118123088913	5.75975697675217	0.020027249100083	0.287506166859455	cluster2	1.69837870036699	NS
CPVL	0.742009585788097	8.29844097929691	5.81532823436365	0.0194647426392226	0.287506166859455	cluster2	1.71075133410376	NS
FOXP1	0.714925883648608	7.87202107244399	5.75191244963774	0.0200263137458012	0.287506166859455	cluster2	1.69839898416571	NS
DNAJB6	0.706781814414255	8.4593734783022	5.74193147534955	0.020198240201507	0.287506166859455	cluster2	1.69468646738842	NS
CHSY1	0.543637245969456	8.4003648962855	5.78257713040887	0.0196125651361349	0.287506166859455	cluster2	1.7074656010485	NS
UST	0.541492304028485	8.15025692498597	5.72950723843984	0.0201303114723884	0.287506166859455	cluster2	1.69614950530543	NS
MPZL1	0.483748581901716	8.498471351542	5.71592096025276	0.0202684212271755	0.287506166859455	cluster2	1.69318007859012	NS
NEDD4L	0.466845909200816	9.01290556051015	5.73383153305839	0.0200825903122962	0.287506166859455	cluster2	1.69718027131869	NS
SNX27	0.429004653907493	7.42102288936704	5.73063359079501	0.0201156368243359	0.287506166859455	cluster2	1.69646621390469	NS
ANO6	0.410837824249638	7.62941509066642	5.85991195285341	0.0188247476420996	0.287506166859455	cluster2	1.72527083708626	NS
PHF21A	0.37847128398281	8.90442222175052	5.87440858638039	0.0186855958072864	0.287506166859455	cluster2	1.7284930497174	NS
GCNT2	-0.363624446256114	8.3194387980186	5.78394123509196	0.0195722625584683	0.287506166859455	cluster2	1.70835896688874	NS
HIPK3	0.363431957834893	8.08728294408999	5.82800250539234	0.0191349477813451	0.287506166859455	cluster2	1.71817271861349	NS
MAN2A1	0.360023290956229	8.47786447563024	5.89531090078749	0.0184868818594142	0.287506166859455	cluster2	1.73313633413277	NS
PIP4K2A	0.339213573308584	9.36876208555277	5.85734095625303	0.0188495414343626	0.287506166859455	cluster2	1.72469921070744	NS
BMT2	0.539650541055456	7.80492071010316	5.58721500927227	0.0216589768056141	0.297443184541561	cluster2	1.66436206378511	NS
STAT3	0.487523592461178	8.34533849707458	5.55845158398885	0.0219834492784607	0.297443184541561	cluster2	1.6579041642749	NS
FLOT1	0.44838735711352	7.71249975231579	5.54666218217151	0.0221179383966202	0.297443184541561	cluster2	1.65525535587989	NS
MBP	0.444192711139678	9.02739345387924	5.55850418822836	0.0219828511492383	0.297443184541561	cluster2	1.65791598078974	NS
APBA1	-0.343449898598699	8.66216639535929	5.56490301686169	0.0219102235988858	0.297443184541561	cluster2	1.65935319034131	NS
WNK1	0.308222342762456	8.96772971909396	5.61897019644267	0.0213066831681179	0.297443184541561	cluster2	1.67148415206424	NS
MKL1	0.285571097888425	8.77966592882614	5.54711147353084	0.0221127969771763	0.297443184541561	cluster2	1.65535632142274	NS
LPP	0.274016123856857	10.3213885173909	5.63364168039215	0.0211459870480889	0.297443184541561	cluster2	1.67477203813432	NS
AZIN2	-0.613946705134172	7.55800268980296	5.51707861178848	0.0225183516290303	0.298945552716165	cluster2	1.64746340354615	NS
PLCB2	-0.451905056914317	7.76767654226879	5.5210437265398	0.0224132226708551	0.298945552716165	cluster2	1.64949569422152	NS
MEF2A	-0.231551661574691	11.8715625383935	5.49293439799641	0.0227420684876344	0.299992508521597	cluster2	1.64317003692574	NS
SLCO2B1	-0.338552984575286	10.5754607074281	5.47494538508508	0.0229552206103524	0.30088773344329	cluster2	1.63911852910583	NS
ARAP1	0.456169439848633	7.58678429133533	5.42497657312404	0.0235585805895538	0.305414715181815	cluster2	1.62785087944921	NS
MARCH3	-0.407229186449418	9.29371389108803	5.4219606232733	0.0235955356972913	0.305414715181815	cluster2	1.6271701582771	NS
EPSTI1	0.604911066359488	8.02353229641756	5.34965294915495	0.0246013868744877	0.305880643097732	cluster2	1.60904040936168	NS
NR3C2	-0.477207298157673	8.29154087794134	5.31421397504765	0.0249573013942115	0.305880643097732	cluster2	1.60280237623975	NS
CAST	0.393702486643376	7.72357313555368	5.40546893854834	0.0237987108994577	0.305880643097732	cluster2	1.62344656665838	NS
TET3	-0.374047719692123	8.54708053337445	5.34732534792475	0.0245300875660778	0.305880643097732	cluster2	1.6103009014717	NS
ELF1	0.359544505389956	8.84826418729997	5.31574700414127	0.0249373470055782	0.305880643097732	cluster2	1.60314975142379	NS
MAP4K4	-0.31642940983684	10.672935355424	5.36132775182723	0.0243517835194366	0.305880643097732	cluster2	1.61346922564917	NS
IMMP2L	0.311741161533884	10.0141328472905	5.3139448833875	0.0249608057380573	0.305880643097732	cluster2	1.60274139968095	NS
RANBP9	0.295295111388358	8.43775497177162	5.35794648703925	0.0243947126016773	0.305880643097732	cluster2	1.61270429401988	NS
ZFAND3	0.251956529241137	10.5069233157982	5.33813961078738	0.0246478152352784	0.305880643097732	cluster2	1.60822157023314	NS
HIBCH	0.926841196389113	8.54073001725147	5.28326542650773	0.0256970597416805	0.308826460170367	cluster2	1.59011656581323	NS
ARHGAP6	0.421937823727525	9.27510220415486	5.25700687640474	0.0257142793870648	0.308826460170367	cluster2	1.58982564177285	NS
CUL1	0.419540743999711	8.19279594265579	5.24094474795865	0.0259312091544226	0.308826460170367	cluster2	1.58617723190592	NS
SOAT1	0.38133906588865	7.75795407467681	5.28323067841897	0.0253642734771435	0.308826460170367	cluster2	1.59577757290449	NS
TRIP12	0.253850125907501	8.71501606260645	5.23979656737255	0.0259467909558879	0.308826460170367	cluster2	1.58591634711532	NS
RASGEF1C	-0.555556611478988	10.5342554007025	5.16500173961262	0.0271886472872889	0.318122534078957	cluster2	1.56561239926355	NS
TBC1D9	-0.404245527354368	8.48531568678214	5.1579689315075	0.0270835055567255	0.318122534078957	cluster2	1.5672951233913	NS
CYFIP1	-0.311242716657264	10.9237758967277	5.17080527499766	0.0269017166715932	0.318122534078957	cluster2	1.57022000560309	NS
PPP2R2A	0.288675451076837	8.15741890702349	5.12118189215382	0.0276118160742256	0.321258826346748	cluster2	1.55890502816418	NS
ANK3	-0.673997450198906	7.82118959791164	5.11026399108551	0.0279579766705836	0.323469104384238	cluster2	1.55349426184612	NS
TRPC4AP	0.314483195654394	8.37346671666244	5.06865427449162	0.0283854186533085	0.326590011283344	cluster2	1.54690469603146	NS
TMEM178B	-0.640137999631227	7.4789300794583	5.03184451458061	0.0290720022790214	0.32900610229428	cluster2	1.53652505599069	NS
TNRC18	-0.360448999795602	9.49796054524286	5.02877824165344	0.0289882064049627	0.32900610229428	cluster2	1.53777865503221	NS
MKNK1	-0.32565397241447	9.6521864703472	5.03528479586293	0.028888919623496	0.32900610229428	cluster2	1.53926869942709	NS
APOE	1.00409531487615	8.42090121661117	4.78873397427152	0.0333387963086257	0.333386327376796	cluster2	1.47705008435081	NS
PTPRD	-0.888999179675571	9.40489351309733	4.83932818756643	0.0324606591969706	0.333386327376796	cluster2	1.48864266495649	NS
PRDM11	-0.810012494335842	8.01256663041641	4.93953257363346	0.0306850760133423	0.333386327376796	cluster2	1.51307279654058	NS
RBPJ	0.600797574155589	8.33401258255608	4.77372981336339	0.0333844272778211	0.333386327376796	cluster2	1.47645606984881	NS
FXR1	0.600375654027952	7.96258535911361	4.76828739207767	0.0333986218715267	0.333386327376796	cluster2	1.47627145312674	NS
TBC1D14	0.523785081229708	8.83970859466134	4.77792687786763	0.0332270691299543	0.333386327376796	cluster2	1.4785079649754	NS
CYTH1	0.511300772069261	8.04283093274537	4.95762013993503	0.0300982658611427	0.333386327376796	cluster2	1.5214585259554	NS
FAM49A	0.509036731874974	8.35032335867285	4.87656838491774	0.031463703874274	0.333386327376796	cluster2	1.50219015401167	NS
SLC2A5	0.502731020271122	9.06367569205944	4.80236610631166	0.03279511105119	0.333386327376796	cluster2	1.48419089414638	NS
TANK	0.490469722662223	8.17866367489437	4.83967149941181	0.0320520073341725	0.333386327376796	cluster2	1.49414476655529	NS
CENPP	-0.438864866832549	7.64994981007107	4.75686712333353	0.0334835133241785	0.333386327376796	cluster2	1.47516897907629	NS
NUBPL	-0.417711261698667	7.49256818674323	4.94761035300111	0.0302580432836085	0.333386327376796	cluster2	1.51915916020602	NS
NXN	-0.410353488027506	8.45608983489903	4.925361405574	0.0306164552353293	0.333386327376796	cluster2	1.51404509322144	NS
SESN1	0.40574546785217	7.74007046255855	4.90337449128184	0.0309751293549571	0.333386327376796	cluster2	1.50898687129486	NS
POU2F2	0.402912796552475	8.74422540046075	4.86647309511514	0.0315872906598409	0.333386327376796	cluster2	1.50048762328579	NS
MRC2	-0.392395962109178	8.12387541475401	4.77722010993068	0.0331223471431131	0.333386327376796	cluster2	1.47987889546251	NS
COL4A3BP	0.383631304113931	8.22235914789323	4.94452125424371	0.0303075355664614	0.333386327376796	cluster2	1.51844937651263	NS
